round_num,vignette_id,agent_id,communication_style,confidence,bid_amount,winning_bid,winner
3,ethics_mh_042,agent_12,timid,0.761,0.468254,1.000000,0
3,ethics_mh_042,agent_13,assertive,0.944,1.000000,1.000000,0
3,ethics_mh_042,agent_14,timid,0.506,0.355942,1.000000,0
3,ethics_mh_042,agent_15,assertive,0.819,1.000000,1.000000,0
3,ethics_mh_042,agent_16,neutral,0.835,0.838272,1.000000,0
3,ethics_mh_042,agent_17,neutral,0.758,0.824338,1.000000,0
3,ethics_mh_042,agent_18,neutral,0.806,0.697779,1.000000,0
3,ethics_mh_042,agent_19,timid,0.708,0.369752,1.000000,0
4,ethics_mh_021,agent_00,calibrated,0.603,0.511219,1.000000,0
4,ethics_mh_021,agent_01,neutral,0.792,0.775752,1.000000,0
4,ethics_mh_021,agent_02,calibrated,0.504,0.627156,1.000000,0
4,ethics_mh_021,agent_03,assertive,0.619,0.992050,1.000000,0
4,ethics_mh_021,agent_04,neutral,0.747,0.737944,1.000000,0
4,ethics_mh_021,agent_05,timid,0.750,0.399145,1.000000,0
4,ethics_mh_021,agent_06,assertive,0.788,1.000000,1.000000,1
4,ethics_mh_021,agent_07,assertive,0.670,0.991638,1.000000,0
4,ethics_mh_021,agent_08,calibrated,0.777,0.781911,1.000000,0
4,ethics_mh_021,agent_09,calibrated,0.816,0.834966,1.000000,0
4,ethics_mh_021,agent_10,timid,0.689,0.330147,1.000000,0
4,ethics_mh_021,agent_11,calibrated,0.770,0.746191,1.000000,0
4,ethics_mh_021,agent_12,timid,0.955,0.486571,1.000000,0
4,ethics_mh_021,agent_13,assertive,0.608,0.829965,1.000000,0
4,ethics_mh_021,agent_14,timid,0.794,0.429817,1.000000,0
4,ethics_mh_021,agent_15,assertive,0.841,1.000000,1.000000,0
4,ethics_mh_021,agent_16,neutral,0.876,0.809984,1.000000,0
4,ethics_mh_021,agent_17,neutral,0.591,0.583086,1.000000,0
4,ethics_mh_021,agent_18,neutral,0.797,0.787223,1.000000,0
4,ethics_mh_021,agent_19,timid,0.690,0.339863,1.000000,0
5,ethics_mh_040,agent_00,calibrated,0.965,0.928816,1.000000,0
5,ethics_mh_040,agent_01,neutral,0.528,0.525345,1.000000,0
5,ethics_mh_040,agent_02,calibrated,0.957,1.000000,1.000000,1
5,ethics_mh_040,agent_03,assertive,0.772,1.000000,1.000000,0
5,ethics_mh_040,agent_04,neutral,0.908,0.783987,1.000000,0
5,ethics_mh_040,agent_05,timid,0.820,0.439143,1.000000,0
5,ethics_mh_040,agent_06,assertive,0.671,0.949057,1.000000,0
5,ethics_mh_040,agent_07,assertive,0.759,1.000000,1.000000,0
5,ethics_mh_040,agent_08,calibrated,0.937,0.947860,1.000000,0
5,ethics_mh_040,agent_09,calibrated,0.848,0.919404,1.000000,0
5,ethics_mh_040,agent_10,timid,0.990,0.409242,1.000000,0
5,ethics_mh_040,agent_11,calibrated,0.580,0.515576,1.000000,0
5,ethics_mh_040,agent_12,timid,0.885,0.387328,1.000000,0
5,ethics_mh_040,agent_13,assertive,0.792,1.000000,1.000000,0
5,ethics_mh_040,agent_14,timid,0.690,0.382074,1.000000,0
5,ethics_mh_040,agent_15,assertive,0.834,1.000000,1.000000,0
5,ethics_mh_040,agent_16,neutral,0.637,0.681349,1.000000,0
5,ethics_mh_040,agent_17,neutral,0.965,1.000000,1.000000,0
5,ethics_mh_040,agent_18,neutral,0.723,0.720681,1.000000,0
5,ethics_mh_040,agent_19,timid,0.627,0.360498,1.000000,0
