round_num,vignette_id,agent_id,communication_style,assessment_choice,assessment_confidence,bid_amount,was_proposer,proposal_cost,intervention_cost,final_vote,agent_reward,agent_total_cost,budget_remaining
2,ethics_mh_096,agent_15,assertive,Option A,0.800,1.000000,0,0.000000,0.000000,Option A,0.500000,0.000000,1.000000
2,ethics_mh_096,agent_16,neutral,Option A,0.683,0.704852,0,0.000000,0.000000,Option A,0.500000,0.000000,1.000000
2,ethics_mh_096,agent_17,neutral,Option A,0.700,0.746278,0,0.000000,0.000000,Option A,0.500000,0.000000,1.000000
2,ethics_mh_096,agent_18,neutral,Option A,0.708,0.707104,0,0.000000,0.003453,Option A,0.496547,0.003453,0.996547
2,ethics_mh_096,agent_19,timid,Option A,0.791,0.364910,0,0.000000,0.000000,Option A,0.500000,0.000000,1.000000
3,ethics_mh_042,agent_00,calibrated,Option A,0.511,0.499439,0,0.000000,0.003326,Option A,0.496674,0.003326,0.996674
3,ethics_mh_042,agent_01,neutral,Option A,0.779,0.776133,0,0.000000,0.000000,Option A,0.500000,0.000000,1.000000
3,ethics_mh_042,agent_02,calibrated,Option A,0.827,0.792980,0,0.000000,0.003053,Option A,0.496947,0.003053,0.996947
3,ethics_mh_042,agent_03,assertive,Option A,0.753,1.000000,1,1.003066,0.000000,Option A,-0.503066,1.003066,0.996934
3,ethics_mh_042,agent_04,neutral,Option A,0.592,0.626668,0,0.000000,0.000000,Option A,0.500000,0.000000,1.000000
3,ethics_mh_042,agent_05,timid,Option A,0.633,0.351296,0,0.000000,0.000000,Option A,0.500000,0.000000,1.000000
3,ethics_mh_042,agent_06,assertive,Option A,0.987,1.000000,0,0.000000,0.001882,Option A,0.498118,0.001882,0.998118
3,ethics_mh_042,agent_07,assertive,Option A,0.763,1.000000,0,0.000000,0.000000,Option A,0.500000,0.000000,1.000000
3,ethics_mh_042,agent_08,calibrated,Option A,0.891,0.903870,0,0.000000,0.003618,Option A,0.496382,0.003618,0.996382
3,ethics_mh_042,agent_09,calibrated,Option A,0.668,0.668727,0,0.000000,0.000000,Option A,0.500000,0.000000,1.000000
3,ethics_mh_042,agent_10,timid,Option A,0.536,0.283100,0,0.000000,0.000000,Option A,0.500000,0.000000,1.000000
3,ethics_mh_042,agent_11,calibrated,Option A,0.556,0.539574,0,0.000000,0.000000,Option A,0.500000,0.000000,1.000000
3,ethics_mh_042,agent_12,timid,Option A,0.761,0.468254,0,0.000000,0.004667,Option A,0.495333,0.004667,0.995333
3,ethics_mh_042,agent_13,assertive,Option A,0.944,1.000000,0,0.000000,0.003112,Option A,0.496888,0.003112,0.996888
3,ethics_mh_042,agent_14,timid,Option A,0.506,0.355942,0,0.000000,0.000000,Option A,0.500000,0.000000,1.000000
3,ethics_mh_042,agent_15,assertive,Option A,0.819,1.000000,0,0.000000,0.003406,Option A,0.496594,0.003406,0.996594
3,ethics_mh_042,agent_16,neutral,Option A,0.835,0.838272,0,0.000000,0.003286,Option A,0.496714,0.003286,0.996714
3,ethics_mh_042,agent_17,neutral,Option A,0.758,0.824338,0,0.000000,0.000000,Option A,0.500000,0.000000,1.000000
3,ethics_mh_042,agent_18,neutral,Option A,0.806,0.697779,0,0.000000,0.002904,Option A,0.497096,0.002904,0.997096
3,ethics_mh_042,agent_19,timid,Option A,0.708,0.369752,0,0.000000,0.001375,Option A,0.498625,0.001375,0.998625
4,ethics_mh_021,agent_00,calibrated,Option A,0.603,0.511219,0,0.000000,0.000000,Option A,0.500000,0.000000,1.000000
4,ethics_mh_021,agent_01,neutral,Option A,0.792,0.775752,0,0.000000,0.001295,Option A,0.498705,0.001295,0.998705
4,ethics_mh_021,agent_02,calibrated,Option A,0.504,0.627156,0,0.000000,0.003579,Option A,0.496421,0.003579,0.996421
4,ethics_mh_021,agent_03,assertive,Option A,0.619,0.992050,0,0.000000,0.002757,Option A,0.497243,0.002757,0.997243
4,ethics_mh_021,agent_04,neutral,Option A,0.747,0.737944,0,0.000000,0.004771,Option A,0.495229,0.004771,0.995229
4,ethics_mh_021,agent_05,timid,Option A,0.750,0.399145,0,0.000000,0.004625,Option A,0.495375,0.004625,0.995375
4,ethics_mh_021,agent_06,assertive,Option A,0.788,1.000000,1,1.009447,0.000000,Option A,-0.509447,1.009447,0.990553
4,ethics_mh_021,agent_07,assertive,Option A,0.670,0.991638,0,0.000000,0.003992,Option A,0.496008,0.003992,0.996008
4,ethics_mh_021,agent_08,calibrated,Option A,0.777,0.781911,0,0.000000,0.000000,Option A,0.500000,0.000000,1.000000
4,ethics_mh_021,agent_09,calibrated,Option A,0.816,0.834966,0,0.000000,0.000000,Option A,0.500000,0.000000,1.000000
4,ethics_mh_021,agent_10,timid,Option A,0.689,0.330147,0,0.000000,0.001919,Option A,0.498081,0.001919,0.998081
4,ethics_mh_021,agent_11,calibrated,Option A,0.770,0.746191,0,0.000000,0.004607,Option A,0.495393,0.004607,0.995393
4,ethics_mh_021,agent_12,timid,Option A,0.955,0.486571,0,0.000000,0.003533,Option A,0.496467,0.003533,0.996467
4,ethics_mh_021,agent_13,assertive,Option A,0.608,0.829965,0,0.000000,0.003872,Option A,0.496128,0.003872,0.996128
4,ethics_mh_021,agent_14,timid,Option A,0.794,0.429817,0,0.000000,0.000000,Option A,0.500000,0.000000,1.000000
4,ethics_mh_021,agent_15,assertive,Option A,0.841,1.000000,0,0.000000,0.000000,Option A,0.500000,0.000000,1.000000
4,ethics_mh_021,agent_16,neutral,Option A,0.876,0.809984,0,0.000000,0.000000,Option A,0.500000,0.000000,1.000000
4,ethics_mh_021,agent_17,neutral,Option A,0.591,0.583086,0,0.000000,0.000000,Option A,0.500000,0.000000,1.000000
4,ethics_mh_021,agent_18,neutral,Option A,0.797,0.787223,0,0.000000,0.002374,Option A,0.497626,0.002374,0.997626
4,ethics_mh_021,agent_19,timid,Option A,0.690,0.339863,0,0.000000,0.003791,Option A,0.496209,0.003791,0.996209
5,ethics_mh_040,agent_00,calibrated,Option A,0.965,0.928816,0,0.000000,0.004785,Option A,0.495215,0.004785,0.995215
5,ethics_mh_040,agent_01,neutral,Option A,0.528,0.525345,0,0.000000,0.000000,Option A,0.500000,0.000000,1.000000
5,ethics_mh_040,agent_02,calibrated,Option A,0.957,1.000000,1,1.009371,0.000000,Option A,-0.509371,1.009371,0.990629
5,ethics_mh_040,agent_03,assertive,Option A,0.772,1.000000,0,0.000000,0.003903,Option A,0.496097,0.003903,0.996097
5,ethics_mh_040,agent_04,neutral,Option A,0.908,0.783987,0,0.000000,0.000000,Option A,0.500000,0.000000,1.000000
5,ethics_mh_040,agent_05,timid,Option A,0.820,0.439143,0,0.000000,0.000000,Option A,0.500000,0.000000,1.000000
5,ethics_mh_040,agent_06,assertive,Option A,0.671,0.949057,0,0.000000,0.000000,Option A,0.500000,0.000000,1.000000
5,ethics_mh_040,agent_07,assertive,Option A,0.759,1.000000,0,0.000000,0.002457,Option A,0.497543,0.002457,0.997543
5,ethics_mh_040,agent_08,calibrated,Option A,0.937,0.947860,0,0.000000,0.003185,Option A,0.496815,0.003185,0.996815
5,ethics_mh_040,agent_09,calibrated,Option A,0.848,0.919404,0,0.000000,0.000000,Option A,0.500000,0.000000,1.000000
5,ethics_mh_040,agent_10,timid,Option A,0.990,0.409242,0,0.000000,0.000000,Option A,0.500000,0.000000,1.000000
5,ethics_mh_040,agent_11,calibrated,Option A,0.580,0.515576,0,0.000000,0.000000,Option A,0.500000,0.000000,1.000000
5,ethics_mh_040,agent_12,timid,Option A,0.885,0.387328,0,0.000000,0.003419,Option A,0.496581,0.003419,0.996581
5,ethics_mh_040,agent_13,assertive,Option A,0.792,1.000000,0,0.000000,0.002494,Option A,0.497506,0.002494,0.997506
5,ethics_mh_040,agent_14,timid,Option A,0.690,0.382074,0,0.000000,0.000000,Option A,0.500000,0.000000,1.000000
5,ethics_mh_040,agent_15,assertive,Option A,0.834,1.000000,0,0.000000,0.002860,Option A,0.497140,0.002860,0.997140
5,ethics_mh_040,agent_16,neutral,Option A,0.637,0.681349,0,0.000000,0.000000,Option A,0.500000,0.000000,1.000000
5,ethics_mh_040,agent_17,neutral,Option A,0.965,1.000000,0,0.000000,0.000000,Option A,0.500000,0.000000,1.000000
5,ethics_mh_040,agent_18,neutral,Option A,0.723,0.720681,0,0.000000,0.000000,Option A,0.500000,0.000000,1.000000
5,ethics_mh_040,agent_19,timid,Option A,0.627,0.360498,0,0.000000,0.000000,Option A,0.500000,0.000000,1.000000
