round_num,vignette_id,agent_id,communication_style,assessment_choice,assessment_confidence,bid_amount,was_proposer,proposal_cost,intervention_cost,final_vote,agent_reward,agent_total_cost,budget_remaining
2,ethics_mh_067,agent_19,neutral,Option A,0.828,0.810815,0,0.000000,0.002731,No consensus,0.497269,0.002731,0.997269
3,ethics_mh_045,agent_00,calibrated,Option A,0.721,0.746360,0,0.000000,0.004617,No consensus,0.495383,0.004617,0.995383
3,ethics_mh_045,agent_01,neutral,Option A,0.574,0.488867,0,0.000000,0.000000,No consensus,0.500000,0.000000,1.000000
3,ethics_mh_045,agent_02,timid,Option A,0.599,0.281685,0,0.000000,0.000000,No consensus,0.500000,0.000000,1.000000
3,ethics_mh_045,agent_03,timid,Option A,0.748,0.422964,0,0.000000,0.000000,No consensus,0.500000,0.000000,1.000000
3,ethics_mh_045,agent_04,timid,Option A,0.546,0.261344,0,0.000000,0.000000,No consensus,0.500000,0.000000,1.000000
3,ethics_mh_045,agent_05,assertive,Option A,0.883,1.000000,1,1.002762,0.000000,No consensus,-0.502762,1.002762,0.997238
3,ethics_mh_045,agent_06,calibrated,Option A,0.663,0.660911,0,0.000000,0.004880,No consensus,0.495120,0.004880,0.995120
3,ethics_mh_045,agent_07,assertive,Option A,0.930,1.000000,0,0.000000,0.004019,No consensus,0.495981,0.004019,0.995981
3,ethics_mh_045,agent_08,timid,Option A,0.559,0.240784,0,0.000000,0.000000,No consensus,0.500000,0.000000,1.000000
3,ethics_mh_045,agent_09,assertive,Option A,0.688,1.000000,0,0.000000,0.003707,No consensus,0.496293,0.003707,0.996293
3,ethics_mh_045,agent_10,timid,Option A,0.542,0.235992,0,0.000000,0.001787,No consensus,0.498213,0.001787,0.998213
3,ethics_mh_045,agent_11,neutral,Option A,0.502,0.402529,0,0.000000,0.000000,No consensus,0.500000,0.000000,1.000000
3,ethics_mh_045,agent_12,neutral,Option A,0.544,0.570665,0,0.000000,0.002557,No consensus,0.497443,0.002557,0.997443
3,ethics_mh_045,agent_13,assertive,Option A,0.901,1.000000,0,0.000000,0.000000,No consensus,0.500000,0.000000,1.000000
3,ethics_mh_045,agent_14,calibrated,Option A,0.984,1.000000,0,0.000000,0.001666,No consensus,0.498334,0.001666,0.998334
3,ethics_mh_045,agent_15,assertive,Option A,0.536,0.840492,0,0.000000,0.004458,No consensus,0.495542,0.004458,0.995542
3,ethics_mh_045,agent_16,calibrated,Option A,0.615,0.541133,0,0.000000,0.003252,No consensus,0.496748,0.003252,0.996748
3,ethics_mh_045,agent_17,neutral,Option A,0.786,0.764501,0,0.000000,0.003142,No consensus,0.496858,0.003142,0.996858
3,ethics_mh_045,agent_18,calibrated,Option A,0.870,0.858151,0,0.000000,0.001015,No consensus,0.498985,0.001015,0.998985
3,ethics_mh_045,agent_19,neutral,Option A,0.956,0.936879,0,0.000000,0.000000,No consensus,0.500000,0.000000,1.000000
