round_num,vignette_id,agent_id,communication_style,assessment_choice,assessment_confidence,bid_amount,was_proposer,proposal_cost,intervention_cost,final_vote,agent_reward,agent_total_cost,budget_remaining
2,ethics_mh_084,agent_18,calibrated,Option A,0.683,0.000000,0,0.000000,0.000000,Option A,0.000000,0.001802,0.998198
2,ethics_mh_084,agent_19,calibrated,Option A,0.504,0.000000,0,0.000000,0.000000,Option A,0.000000,0.005269,0.994731
3,ethics_mh_064,agent_00,timid,Option A,0.932,0.000000,0,0.000000,0.000000,Option A,0.000000,0.004217,0.995783
3,ethics_mh_064,agent_01,timid,Option A,0.670,0.000000,0,0.000000,0.000000,Option A,0.000000,0.008372,0.991628
3,ethics_mh_064,agent_02,neutral,Option A,0.928,0.000000,0,0.000000,0.000000,Option A,0.000000,0.002034,0.997966
3,ethics_mh_064,agent_03,neutral,Option A,0.507,0.000000,0,0.000000,0.000000,Option A,0.000000,0.005988,0.994012
3,ethics_mh_064,agent_04,calibrated,Option A,0.874,0.000000,0,0.000000,0.000000,Option A,0.000000,0.005415,0.994585
3,ethics_mh_064,agent_05,assertive,Option A,0.933,0.000000,0,0.000000,0.000000,Option A,0.000000,0.007923,0.992077
3,ethics_mh_064,agent_06,assertive,Option A,0.919,0.000000,0,0.000000,0.000000,Option A,0.000000,0.007386,0.992614
3,ethics_mh_064,agent_07,calibrated,Option A,0.913,0.000000,0,0.000000,0.000000,Option A,0.000000,0.004962,0.995038
3,ethics_mh_064,agent_08,calibrated,Option A,0.855,0.000000,0,0.000000,0.000000,Option A,0.000000,0.008677,0.991323
3,ethics_mh_064,agent_09,neutral,Option A,0.731,0.000000,0,0.000000,0.000000,Option A,0.000000,0.007128,0.992872
3,ethics_mh_064,agent_10,timid,Option A,0.721,0.000000,0,0.000000,0.000000,Option A,0.000000,0.007054,0.992946
3,ethics_mh_064,agent_11,timid,Option A,0.762,0.000000,0,0.000000,0.000000,Option A,0.000000,0.001028,0.998972
3,ethics_mh_064,agent_12,assertive,Option A,0.647,0.000000,0,0.000000,0.000000,Option A,0.000000,0.007892,0.992108
3,ethics_mh_064,agent_13,timid,Option A,0.587,0.000000,0,0.000000,0.000000,Option A,0.000000,0.004185,0.995815
3,ethics_mh_064,agent_14,assertive,Option A,0.789,0.000000,0,0.000000,0.000000,Option A,0.000000,0.002698,0.997302
3,ethics_mh_064,agent_15,assertive,Option A,0.645,0.000000,0,0.000000,0.000000,Option A,0.000000,0.008670,0.991330
3,ethics_mh_064,agent_16,neutral,Option A,0.552,0.000000,0,0.000000,0.000000,Option A,0.000000,0.009147,0.990853
3,ethics_mh_064,agent_17,neutral,Option A,0.752,0.000000,0,0.000000,0.000000,Option A,0.000000,0.003599,0.996401
3,ethics_mh_064,agent_18,calibrated,Option A,0.905,0.000000,0,0.000000,0.000000,Option A,0.000000,0.003712,0.996288
3,ethics_mh_064,agent_19,calibrated,Option A,0.889,0.000000,0,0.000000,0.000000,Option A,0.000000,0.007221,0.992779
4,ethics_mh_090,agent_00,timid,Option A,0.725,0.000000,0,0.000000,0.000000,Option A,0.000000,0.003827,0.996173
4,ethics_mh_090,agent_01,timid,Option A,0.797,0.000000,0,0.000000,0.000000,Option A,0.000000,0.006973,0.993027
4,ethics_mh_090,agent_02,neutral,Option A,0.565,0.000000,0,0.000000,0.000000,Option A,0.000000,0.003846,0.996154
4,ethics_mh_090,agent_03,neutral,Option A,0.989,0.000000,0,0.000000,0.000000,Option A,0.000000,0.001010,0.998990
4,ethics_mh_090,agent_04,calibrated,Option A,0.792,0.000000,0,0.000000,0.000000,Option A,0.000000,0.005262,0.994738
4,ethics_mh_090,agent_05,assertive,Option A,0.939,0.000000,0,0.000000,0.000000,Option A,0.000000,0.005425,0.994575
4,ethics_mh_090,agent_06,assertive,Option A,0.624,0.000000,0,0.000000,0.000000,Option A,0.000000,0.003242,0.996758
4,ethics_mh_090,agent_07,calibrated,Option A,0.927,0.000000,0,0.000000,0.000000,Option A,0.000000,0.009845,0.990155
4,ethics_mh_090,agent_08,calibrated,Option A,0.792,0.000000,0,0.000000,0.000000,Option A,0.000000,0.002702,0.997298
4,ethics_mh_090,agent_09,neutral,Option A,0.845,0.000000,0,0.000000,0.000000,Option A,0.000000,0.009954,0.990046
4,ethics_mh_090,agent_10,timid,Option A,0.592,0.000000,0,0.000000,0.000000,Option A,0.000000,0.008523,0.991477
4,ethics_mh_090,agent_11,timid,Option A,0.933,0.000000,0,0.000000,0.000000,Option A,0.000000,0.006578,0.993422
4,ethics_mh_090,agent_12,assertive,Option A,0.948,0.000000,0,0.000000,0.000000,Option A,0.000000,0.005226,0.994774
4,ethics_mh_090,agent_13,timid,Option A,0.741,0.000000,0,0.000000,0.000000,Option A,0.000000,0.004365,0.995635
4,ethics_mh_090,agent_14,assertive,Option A,0.549,0.000000,0,0.000000,0.000000,Option A,0.000000,0.002543,0.997457
4,ethics_mh_090,agent_15,assertive,Option A,0.605,0.000000,0,0.000000,0.000000,Option A,0.000000,0.003418,0.996582
4,ethics_mh_090,agent_16,neutral,Option A,0.556,0.000000,0,0.000000,0.000000,Option A,0.000000,0.009230,0.990770
4,ethics_mh_090,agent_17,neutral,Option A,0.589,0.000000,0,0.000000,0.000000,Option A,0.000000,0.003900,0.996100
4,ethics_mh_090,agent_18,calibrated,Option A,0.897,0.000000,0,0.000000,0.000000,Option A,0.000000,0.003109,0.996891
4,ethics_mh_090,agent_19,calibrated,Option A,0.584,0.000000,0,0.000000,0.000000,Option A,0.000000,0.005280,0.994720
5,ethics_mh_103,agent_00,timid,Option A,0.977,0.000000,0,0.000000,0.000000,Option A,0.000000,0.001037,0.998963
5,ethics_mh_103,agent_01,timid,Option A,0.839,0.000000,0,0.000000,0.000000,Option A,0.000000,0.001233,0.998767
5,ethics_mh_103,agent_02,neutral,Option A,0.672,0.000000,0,0.000000,0.000000,Option A,0.000000,0.007965,0.992035
5,ethics_mh_103,agent_03,neutral,Option A,0.817,0.000000,0,0.000000,0.000000,Option A,0.000000,0.007484,0.992516
5,ethics_mh_103,agent_04,calibrated,Option A,0.790,0.000000,0,0.000000,0.000000,Option A,0.000000,0.007050,0.992950
5,ethics_mh_103,agent_05,assertive,Option A,0.747,0.000000,0,0.000000,0.000000,Option A,0.000000,0.004160,0.995840
5,ethics_mh_103,agent_06,assertive,Option A,0.586,0.000000,0,0.000000,0.000000,Option A,0.000000,0.005504,0.994496
5,ethics_mh_103,agent_07,calibrated,Option A,0.639,0.000000,0,0.000000,0.000000,Option A,0.000000,0.002046,0.997954
5,ethics_mh_103,agent_08,calibrated,Option A,0.514,0.000000,0,0.000000,0.000000,Option A,0.000000,0.005855,0.994145
5,ethics_mh_103,agent_09,neutral,Option A,0.806,0.000000,0,0.000000,0.000000,Option A,0.000000,0.008822,0.991178
5,ethics_mh_103,agent_10,timid,Option A,0.885,0.000000,0,0.000000,0.000000,Option A,0.000000,0.003972,0.996028
5,ethics_mh_103,agent_11,timid,Option A,0.641,0.000000,0,0.000000,0.000000,Option A,0.000000,0.006262,0.993738
5,ethics_mh_103,agent_12,assertive,Option A,0.999,0.000000,0,0.000000,0.000000,Option A,0.000000,0.002839,0.997161
5,ethics_mh_103,agent_13,timid,Option A,0.588,0.000000,0,0.000000,0.000000,Option A,0.000000,0.001389,0.998611
5,ethics_mh_103,agent_14,assertive,Option A,0.725,0.000000,0,0.000000,0.000000,Option A,0.000000,0.002143,0.997857
5,ethics_mh_103,agent_15,assertive,Option A,0.589,0.000000,0,0.000000,0.000000,Option A,0.000000,0.008344,0.991656
5,ethics_mh_103,agent_16,neutral,Option A,0.785,0.000000,0,0.000000,0.000000,Option A,0.000000,0.004806,0.995194
5,ethics_mh_103,agent_17,neutral,Option A,0.638,0.000000,0,0.000000,0.000000,Option A,0.000000,0.004778,0.995222
5,ethics_mh_103,agent_18,calibrated,Option A,0.503,0.000000,0,0.000000,0.000000,Option A,0.000000,0.005017,0.994983
5,ethics_mh_103,agent_19,calibrated,Option A,0.750,0.000000,0,0.000000,0.000000,Option A,0.000000,0.008373,0.991627
