round_num,vignette_id,agent_id,communication_style,confidence,bid_amount,winning_bid,winner
3,ethics_mh_058,agent_10,timid,0.000,0.000000,0.093192,0
3,ethics_mh_058,agent_11,neutral,0.000,0.005313,0.093192,0
3,ethics_mh_058,agent_12,assertive,0.000,0.011411,0.093192,0
3,ethics_mh_058,agent_13,assertive,0.000,0.014273,0.093192,0
3,ethics_mh_058,agent_14,calibrated,0.000,0.000000,0.093192,0
3,ethics_mh_058,agent_15,neutral,0.000,0.000000,0.093192,0
3,ethics_mh_058,agent_16,calibrated,0.000,0.000000,0.093192,0
3,ethics_mh_058,agent_17,timid,0.000,0.000000,0.093192,0
3,ethics_mh_058,agent_18,timid,0.000,0.000000,0.093192,0
3,ethics_mh_058,agent_19,neutral,0.000,0.000000,0.093192,0
4,ethics_mh_029,agent_00,calibrated,0.000,0.011813,0.145236,0
4,ethics_mh_029,agent_01,calibrated,0.000,0.007881,0.145236,0
4,ethics_mh_029,agent_02,calibrated,0.000,0.075126,0.145236,0
4,ethics_mh_029,agent_03,assertive,0.000,0.013828,0.145236,0
4,ethics_mh_029,agent_04,assertive,0.000,0.099797,0.145236,0
4,ethics_mh_029,agent_05,timid,0.000,0.000000,0.145236,0
4,ethics_mh_029,agent_06,timid,0.000,0.000000,0.145236,0
4,ethics_mh_029,agent_07,neutral,0.000,0.145236,0.145236,1
4,ethics_mh_029,agent_08,assertive,0.000,0.000000,0.145236,0
4,ethics_mh_029,agent_09,neutral,0.000,0.014588,0.145236,0
4,ethics_mh_029,agent_10,timid,0.000,0.000000,0.145236,0
4,ethics_mh_029,agent_11,neutral,0.000,0.000000,0.145236,0
4,ethics_mh_029,agent_12,assertive,0.000,0.000000,0.145236,0
4,ethics_mh_029,agent_13,assertive,0.000,0.111863,0.145236,0
4,ethics_mh_029,agent_14,calibrated,0.000,0.000000,0.145236,0
4,ethics_mh_029,agent_15,neutral,0.000,0.000000,0.145236,0
4,ethics_mh_029,agent_16,calibrated,0.000,0.031391,0.145236,0
4,ethics_mh_029,agent_17,timid,0.000,0.027501,0.145236,0
4,ethics_mh_029,agent_18,timid,0.000,0.000000,0.145236,0
4,ethics_mh_029,agent_19,neutral,0.000,0.000000,0.145236,0
5,ethics_mh_030,agent_00,calibrated,0.000,0.048197,0.057697,0
5,ethics_mh_030,agent_01,calibrated,0.000,0.000000,0.057697,0
5,ethics_mh_030,agent_02,calibrated,0.000,0.023283,0.057697,0
5,ethics_mh_030,agent_03,assertive,0.000,0.000000,0.057697,0
5,ethics_mh_030,agent_04,assertive,0.000,0.046659,0.057697,0
5,ethics_mh_030,agent_05,timid,0.000,0.000000,0.057697,0
5,ethics_mh_030,agent_06,timid,0.000,0.052752,0.057697,0
5,ethics_mh_030,agent_07,neutral,0.000,0.012363,0.057697,0
5,ethics_mh_030,agent_08,assertive,0.000,0.057697,0.057697,1
5,ethics_mh_030,agent_09,neutral,0.000,0.034729,0.057697,0
5,ethics_mh_030,agent_10,timid,0.000,0.000000,0.057697,0
5,ethics_mh_030,agent_11,neutral,0.000,0.049918,0.057697,0
5,ethics_mh_030,agent_12,assertive,0.000,0.000000,0.057697,0
5,ethics_mh_030,agent_13,assertive,0.000,0.017209,0.057697,0
5,ethics_mh_030,agent_14,calibrated,0.000,0.030708,0.057697,0
5,ethics_mh_030,agent_15,neutral,0.000,0.000000,0.057697,0
5,ethics_mh_030,agent_16,calibrated,0.000,0.002544,0.057697,0
5,ethics_mh_030,agent_17,timid,0.000,0.006677,0.057697,0
5,ethics_mh_030,agent_18,timid,0.000,0.041162,0.057697,0
5,ethics_mh_030,agent_19,neutral,0.000,0.000000,0.057697,0
